-0.98	-0.01	-0.13	1.14	-12.69	17.65	-0.04	0.26	-0.03	57.61			
-0.98	-0.06	-0.08	1.85	-11.88	4.51	-0.04	0.26	-0.03	-42.04			
-0.98	-0.02	-0.1	1.8	-6.4	4.45	-0.04	0.26	-0.03	-35.52			
-0.98	-0.04	-0.09	4.8	-0.53	0.3	-0.03	0.26	-0.03	-29			
-0.97	0	-0.19	2.26	-0.77	0.86	-0.03	0.27	-0.03	-25.09			
-0.95	0.03	-0.17	2.03	2.31	-5.46	-0.03	0.26	-0.03	-25.35			
-0.99	-0.01	-0.17	1.74	4.13	-2.47	-0.03	0.26	-0.03	-27.17			
-0.98	-0.05	-0.14	-0.84	2.66	-1.21	-0.03	0.26	-0.03	-26.39			
-0.96	-0.09	-0.05	1.6	3.13	-1.09	-0.03	0.26	-0.02	-25.61			
-0.89	-0.04	-0.16	-2.21	18.71	58.06	-0.04	0.26	-0.03	-26.39			
-1.05	0.07	-0.09	-2.06	-11.39	11.1	-0.04	0.25	-0.03	-27.7			
-0.98	-0.03	-0.11	3.87	14.51	-3.5	-0.03	0.25	-0.04	-24.3			
-0.8	-0.18	-0.04	3.89	-8.49	-1.32	-0.04	0.26	-0.02	-0.57			
-1.59	-0.41	-0.06	82.31	-30.83	58.15	-0.02	0.25	-0.02	-30.83			
-0.55	-0.04	0.2	-39.1	-17.7	-18.59	0.04	0.2	-0.06	-39.7			
-0.88	-0.24	-0.16	-54.64	-58.9	-44.13	0.05	0.21	-0.05	-15.43			
-0.88	-0.17	-0.37	-45.66	-46.05	-67.2	0.02	0.22	-0.07	-26.13			
-0.99	-0.28	-0.4	16.89	21.18	7.32	0.04	0.23	-0.08	-20.65			
-0.92	-0.51	-0.24	55.93	21.45	84.87	0.09	0.24	-0.01	-19.87			
-0.68	-0.41	-0.23	2.87	-5.39	-17.74	0.09	0.25	-0.01	-22.22			
-0.97	-0.41	-0.33	22.27	6.6	4.33	0.1	0.25	0.01	-21.43			
-0.76	-0.39	-0.3	15.23	-15.08	2.6	0.07	0.24	0.01	-25.61			
-0.97	-0.39	-0.4	-4.38	-0.82	10.79	0.06	0.24	0	-26.91			
-0.84	-0.29	-0.21	-4.78	2.26	-13.55	0.03	0.21	-0.02	-27.96			
-0.89	-0.63	-0.6	39.25	-171.72	286.68	0.09	0.23	-0.03	-27.96			
0.12	-0.94	-0.87	75.31	70.32	279.44	0.23	0.16	0.02	-42.04			
0.44	-0.34	-0.63	49.53	-22.22	45.09	0.25	0.08	0.03	-29.26			
0.53	-0.03	-0.64	22.94	-11.86	38.75	0.25	0.05	0	-30.83			
0.36	0.3	-0.75	58.34	75.98	76.47	0.25	0.04	0.01	-25.09			
-0.24	0.26	-1.05	-137.68	58.1	182.66	0.13	-0.05	0.08	-30.04			
-0.14	-0.41	-0.71	-59.27	-36.74	59.87	0.04	0.01	0.16	-25.35			
-0.11	-0.41	-0.94	18.3	22.92	12.22	0.03	0	0.17	-22.48			
0.02	-0.37	-0.81	27.96	-53.76	-15.06	0.08	-0.01	0.19	-34.48			
-0.01	0.1	-0.77	46.82	-12.88	-1.6	0.12	-0.04	0.16	-27.17			
												###########################################################################
-0.78	-0.66	-0.33	-39.45	4.66	89.43	0.02	0.12	-0.01	15.35			
-0.74	-0.44	-0.45	-12.04	-18.33	5.76	0.03	0.13	-0.01	2.04			
-0.81	-0.39	-0.54	44.27	-33.96	-4.65	0.04	0.14	0.01	-4.74			
-0.81	-0.58	-0.31	-34.22	17.08	9.26	0.03	0.15	-0.02	10.91			
-0.68	-0.68	-0.1	-13.7	0.19	23.69	0.05	0.16	-0.01	-7.09			
-0.77	-0.72	-0.13	-16.16	12.16	-1.44	0.05	0.15	0.01	-13.61			
-0.67	-0.66	-0.1	26.65	-0.15	11.86	0.05	0.16	0.01	-7.35			
-0.63	-0.71	-0.19	1.48	-0.51	-5.69	0.06	0.16	0.01	10.91			
-0.68	-0.7	-0.22	1.5	-1.86	0.88	0.05	0.16	0.01	31.78			
-0.71	-0.82	-0.17	8.8	-7.22	15.99	0.05	0.16	0.02	34.91			
-0.68	-0.75	-0.25	41.42	-13.43	-1.78	0.06	0.16	0.01	4.91			
-0.64	-0.58	-0.32	-2.15	15.06	-41.76	0.05	0.16	-0.01	-42.04			
-0.55	-0.4	-0.32	32.43	-11.06	-8.52	0.04	0.17	-0.02	-37.09			
-0.67	-0.51	-0.42	8.09	-21.55	2.33	0.03	0.17	-0.04	-19.09			
-0.72	-0.59	-0.54	7.71	-0.93	-5.95	0.03	0.17	-0.04	51.35			
-0.8	-0.65	-0.33	-6.16	13.66	-14.6	0.03	0.16	-0.01	75.61			
-3.97	-0.66	-0.18	-11.98	3.53	-42.12	0.02	0.15	-0.01	39.35			
-0.71	-0.11	0.01	6.58	43.69	-60.61	0.01	0.13	-0.01	45.87			
-0.87	-0.2	-0.04	-13.88	16.95	6.62	0	0.12	-0.02	26.83			
-1.18	-0.29	-0.24	92.01	-23.48	37.7	0.01	0.12	-0.01	4.13			
-0.78	-0.22	-0.16	4.73	3.56	-8.82	0	0.12	-0.01	2.04			
-0.65	-0.2	-0.05	6.44	1.75	-32.35	0	0.11	-0.01	9.61			
-0.78	-0.42	-0.39	2.98	14.94	-36.86	0	0.09	0	0.48			
-0.99	0.03	-0.02	8.37	2.33	6.84	0.01	0.09	-0.01	-6.3			
-0.88	0.03	-0.06	19.42	-0.39	-5.7	0	0.09	0	-9.43			
-0.98	0	-0.19	4.36	0.48	-5.26	-0.01	0.09	0	-15.7			
-0.07	-0.31	0.06	14.84	10.98	-19.5	0	0.08	0.01	-15.7			
-0.81	0.2	-0.16	38.73	-2.19	11.23	0	0.08	0	-16.74			
-1.11	0.08	0	-3.75	-0.11	13.25	0	0.08	0.01	-17.52			
-1.12	-0.27	0.21	33.05	-1.78	-44.44	0	0.09	0.01	-17.52			
-1.42	0.12	0.02	1.32	-10.4	-15.09	0	0.08	0.01	-17.78			
-0.83	-0.06	-0.7	25.08	14.84	-37.98	0	0.08	-0.01	-17			
-0.99	-0.55	-0.39	49.96	-5.9	7.4	0	0.08	-0.01	-15.96			
-0.79	0.26	-0.04	9.57	-4.11	-1.09	0	0.08	0.02	-17			
-1.61	-0.25	0.28	1.11	14.96	14.27	-0.01	0.08	0.01	-16.48			
-0.72	0.13	-0.13	-12.56	5.41	9.37	-0.01	0.07	0.02	-17.78			
-0.94	-0.1	-0.01	0.95	1.29	4.09	0	0.07	0.02	-18.04			
-0.93	0	0	5.25	-3.06	0.01	0	0.07	0.02	-18.83			
-1.46	-0.02	-0.16	-29.98	-5.83	-8.73	0	0.07	0.03	-18.04			
-0.86	0	0.14	-5.33	-0.76	19.36	0	0.07	0.03	-18.3			
-1.43	0.2	-0.1	10.17	39.32	-8.51	0	0.07	0.02	-18.83			
-0.7	-0.29	-0.03	62.61	-48.22	-0.39	0	0.07	0.04	-19.87			
-0.97	-0.01	-0.02	-0.52	2.51	3.69	-0.01	0.07	0.04	-18.57			
-1.15	0.07	0	1.73	10.48	9.9	0	0.07	0.04	-14.13			
-0.97	-0.01	-0.03	-1.34	0.59	1.65	0	0.07	0.04	-12.57			
-0.98	-0.01	-0.03	1.17	-0.67	1.72	0	0.07	0.04	-12.57			
-0.98	0	-0.03	2.47	-0.31	0.62	0	0.07	0.04	-18.04			
-0.97	-0.02	-0.02	1.83	-2.2	1.29	0	0.07	0.04	-15.96			
-0.96	0	-0.02	1.67	0.1	1.23	0	0.06	0.04	-20.91			
-0.97	0	-0.06	0.81	0.18	1.32	0	0.07	0.04	-18.83			
-0.97	-0.02	-0.01	2.79	-0.12	1.01	0	0.06	0.04	-18.3			
-0.96	-0.01	-0.02	1.92	-0.13	1.16	0	0.07	0.05	-17.78			
-0.98	-0.01	-0.02	2.07	-0.09	1.2	0	0.07	0.04	-18.57			
-1	-0.01	-0.02	2.34	0.09	1.3	0	0.07	0.03	-18.57			
-0.97	-0.01	-0.02	1.88	-0.16	1.19	-0.01	0.07	0.03	-18.04			
-0.97	0	-0.02	1.74	0.32	1.12	0	0.07	0.03	-18.3			
-0.97	-0.01	-0.03	1.86	-0.44	1.17	0	0.07	0.03	-18.04			
-0.97	-0.01	-0.03	2.18	-0.03	0.77	0	0.06	0.04	-18.3			
-0.98	-0.01	-0.02	2.5	0.04	1.08	0	0.07	0.03	-17.78			
-0.97	-0.01	-0.03	2.18	-0.38	0.96	0.01	0.07	0.03	-17.52			
-0.99	0	-0.02	0.99	-0.1	1.27	0	0.07	0.04	-16.48			
-0.98	-0.01	-0.02	0.79	0.36	1.65	0	0.06	0.04	-15.17			
-1.04	0	-0.02	6.63	-1.36	-0.26	0	0.07	0.04	-9.96			
-1.05	0.15	0.16	5.17	-3.13	-27.74	0	0.07	0.04	-13.09			
-0.98	0	-0.04	-1.86	0.46	2.08	0	0.06	0.04	-15.96			
-0.96	-0.01	-0.02	1.84	0.3	1.1	0	0.06	0.04	-14.13			
-0.97	-0.01	-0.04	1.61	0.06	1.02	0	0.07	0.04	-16.48			
-1.06	0.12	0.01	4	-1.84	-6.48	-0.01	0.07	0.04	-11.78			
-1.16	-0.15	-0.34	10.4	15.86	40.78	0	0.07	0.05	-13.61			
-0.99	0	-0.03	0.3	-0.37	-0.71	0	0.07	0.04	-21.17			
-0.91	-0.06	-0.01	-1.73	1.11	2.12	0	0.07	0.04	-20.13			
-1.05	0.4	-0.16	10.52	-4.24	3.13	-0.01	0.07	0.04	-18.57			
-0.98	-0.08	0.03	6.71	-2.88	-4.35	0	0.07	0.05	-19.09			
-1.01	0	0.07	3.58	-3.45	3.33	0	0.07	0.05	-17			
-0.87	-0.2	0.24	10	-2.31	-5.81	0.01	0.07	0.05	-17.26			
-0.94	-0.03	-0.18	5.53	1.59	6.7	0	0.07	0.05	-17.52			
-0.95	-0.02	0.1	-5.26	2.47	2.98	0.01	0.07	0.04	-9.17			
-0.96	-0.06	-0.05	3.04	-0.48	1.09	0	0.07	0.04	-17.52			
-0.97	-0.18	0.03	-9.24	12.92	-21.14	0	0.07	0.04	-16.74			
-1.01	0.06	-0.14	-8.72	-3.35	1.15	0	0.07	0.05	-20.91			
-0.86	0.29	-0.27	-2.11	-4.25	-0.52	0	0.07	0.04	-20.91			
-0.99	-0.04	-0.04	-2.94	-0.52	-1.16	-0.01	0.07	0.03	-12.04			
-0.96	-0.16	0.02	4.05	2.84	-1.48	0	0.06	0.03	-15.7			
-0.94	-0.14	0.02	2.07	1.21	-2.35	0	0.06	0.04	-17.26			
-1.1	-0.01	-0.05	17.56	-1.31	-3.1	0	0.07	0.05	-15.43			
-0.95	0.01	-0.09	8.71	-1.41	-4.54	0	0.07	0.04	-18.04			
-1.01	0.21	-0.07	-1.78	-1.61	-0.61	0	0.07	0.03	-20.39			
-0.92	-0.27	0.04	4.55	21.87	-2.3	-0.01	0.06	0.03	-18.3			
-0.46	0.08	-0.26	3.83	-4.9	-2.04	-0.01	0.06	0.04	-15.17			
-0.99	0.06	-0.09	1.13	0.26	0.86	-0.01	0.06	0.04	-18.3			
-1.02	0.11	-0.08	1.9	-3.26	-1.07	-0.01	0.06	0.04	-17.52			
-1.12	-0.19	0.04	10.01	-0.45	2.7	-0.01	0.07	0.04	-17.78			
-0.97	-0.14	-0.02	-15.83	2.88	9.97	-0.01	0.07	0.03	-17			
-0.89	0.28	0.2	9.67	1.07	4.9	-0.01	0.06	0.05	-17			
-0.97	0.02	-0.05	-1.15	-0.03	3.34	-0.01	0.07	0.03	-17.52			
-0.95	-0.12	-0.09	1.47	1.28	-2.6	-0.01	0.06	0.03	-17.78			
-0.97	0	-0.02	1.39	-1.72	1.75	-0.01	0.07	0.03	-18.3			
-0.98	0.09	-0.16	3.65	-8.56	1.01	-0.01	0.07	0.04	-18.3			
-0.95	-0.05	0.01	2.85	2.54	0.77	-0.01	0.07	0.04	-17			
-0.97	-0.03	0.01	2.35	-0.18	1.68	0	0.07	0.03	-18.3			
-0.96	-0.08	0	-13.3	3.9	2.91	-0.01	0.07	0.03	-12.57			
-0.91	-0.11	-0.02	2.19	2.65	-2.06	0	0.07	0.04	-15.96			
-1.06	0.08	-0.03	-9.28	0.67	-2.09	-0.01	0.07	0.04	-20.91			
-1.55	-0.1	0	128.77	0.12	11.3	-0.01	0.06	0.03	-24.57			
-0.86	-0.11	0.03	-46.7	-2.87	3.26	-0.01	0.06	0.02	-11.26			
-0.98	0.06	-0.08	-0.47	1.74	2.15	-0.01	0.06	0.03	-9.43			
-0.95	-0.47	0.22	-4.87	8.88	-2.9	-0.01	0.06	0.01	-19.61			
-0.96	-0.08	0.16	-22.25	-23.72	12.07	0.02	0.08	0.06	-22.22			
-1.13	0.01	0.24	-93.55	28.1	-110.48	0.03	0.07	0.13	-7.35			
-0.81	0.13	0.09	65.9	25.51	25.57	0	0.03	0.17	-13.35			
-0.78	0.38	0.14	69.17	28.67	-8.13	-0.05	-0.05	0.13	-21.17			
