0.11	2.94	1.28	56.26	-10.17	1.46	0.15	0.31	0.18	26.3
0.41	-2.62	2.37	47.68	-0.38	-7.3	0.14	0.31	0.17	26.3
1.47	4.66	-3.93	53.03	-2.84	11.49	0.14	0.32	0.18	26.3
0.8	-0.87	-2.1	78.79	-8.1	12.06	0.14	0.32	0.17	26.3
-4.26	-2.22	0.37	41.34	19.66	12.59	0.15	0.3	0.17	26.83
0.25	2.19	-4.19	5.21	-1.78	20.14	0.16	0.28	0.19	26.83
0.38	-2.99	-0.04	-4.67	9.81	19.81	0.17	0.28	0.18	26.83
0.14	-0.26	-1.54	-9.01	-1.48	-1.64	0.17	0.29	0.17	26.83
0.35	-0.07	0.09	-12.36	-11.25	2.63	0.17	0.3	0.18	26.83
3.43	4.79	-4.8	-98.58	-14.28	11.76	0.17	0.3	0.17	26.83
-2.56	0.22	-1.64	25.16	8.32	-1.66	0.17	0.3	0.18	26.83
-0.58	0.48	-0.76	-78.1	-5.21	-9.22	0.17	0.29	0.18	26.57
-3.1	-1.82	0.22	-41.77	-8.31	13.07	0.17	0.29	0.18	26.83
-1.95	-0.26	-2.97	-17.92	-16.64	4.54	0.17	0.29	0.17	26.83
3.89	-2.57	1.53	51.77	13.27	11.42	0.17	0.29	0.18	26.83
-2.43	-4.73	1.82	45.36	-18.46	4.34	0.17	0.29	0.18	26.83
1.04	-2.78	2.07	57.42	-10.05	3.41	0.17	0.29	0.18	26.83
0.89	-4.14	0.19	62.92	5.5	25.99	0.17	0.29	0.19	27.09
3.6	2.32	-0.27	7.48	-15.69	-4.38	0.17	0.29	0.18	27.09
-1.53	-2.5	2.86	58.66	5.46	5.36	0.17	0.29	0.18	27.09
0.53	-0.81	1.01	-16.25	-8.87	-1.84	0.17	0.29	0.18	27.09
0.35	-3.08	1.03	-85.86	10.71	5.41	0.17	0.29	0.18	27.09
1.89	3.92	-4.07	3.6	-18.41	-9.12	0.17	0.28	0.19	27.09
-4.47	-3.67	-3.97	34.64	-0.11	16.43	0.17	0.28	0.18	27.09
-1.53	-1.7	-0.11	1.84	-7.49	8.72	0.17	0.28	0.18	27.09
2.04	0.92	-2.42	-11.81	-12.92	-2.22	0.17	0.29	0.18	27.09
-0.78	-0.81	-0.62	36.41	-22.22	5.81	0.18	0.28	0.18	26.83
3.6	2.2	-4.81	32.52	-6.18	-11.93	0.18	0.29	0.19	26.83
-1.2	-2.58	-2.52	14.01	-2.77	-6.69	0.17	0.29	0.18	27.09
1.55	2.46	-0.51	-59.98	8.32	13	0.17	0.28	0.19	26.83
-2.63	-2.88	1.13	20.84	0.63	1.61	0.17	0.28	0.18	26.83
2.21	3.01	-2.07	-20	-23.03	-11.44	0.18	0.28	0.19	26.83
-0.7	-2.45	0.31	-10.45	-14.47	2.66	0.18	0.29	0.18	26.83
-0.74	-0.23	-1.17	-45.41	3.68	4.48	0.18	0.28	0.17	26.83
5.14	1.4	-3.92	66.91	-5.57	-11.82	0.18	0.29	0.18	26.83
-0.26	-0.3	-2.31	25.36	15.45	18.21	0.19	0.28	0.17	26.57
-0.65	-1.65	-0.93	3.38	-1.65	10.37	0.18	0.27	0.18	26.83
-2.04	-2.29	-0.5	-32.7	-2.28	-4.24	0.18	0.27	0.17	26.83
0.28	-0.48	0.9	39.75	4.87	8.02	0.18	0.28	0.17	26.83
-0.51	-0.77	-0.86	-27.86	1.79	6.96	0.17	0.28	0.17	26.83
0.96	-0.85	0.28	-20.54	0.36	11.91	0.18	0.3	0.18	26.57
-1.67	-1.56	-1.59	-83.65	1.98	8.52	0.17	0.3	0.17	26.57
2.76	-8.16	1.98	95.5	-12.81	5.68	0.18	0.3	0.17	26.83
-1.52	-0.71	-0.6	81.49	-21.98	-2.42	0.18	0.3	0.18	26.04
-0.22	4.22	-7.09	4.22	-12.52	3.26	0.17	0.29	0.18	25.78
-0.18	-0.49	-7.68	-1.5	-17.81	0	0.18	0.27	0.18	25.78
-1.44	-6.64	-2.97	38.18	-9.06	3.89	0.18	0.28	0.19	25.78
1.38	0.72	-2.54	-20.55	14.65	5.77	0.16	0.29	0.17	26.04
-0.9	-1.76	-2.39	-39.8	4.59	24.39	0.18	0.3	0.17	26.04
-2.71	-0.48	-1.81	-18.81	31.65	0.17	0.17	0.29	0.18	25.78
-0.72	-0.46	1.05	-37.95	-15.42	12.16	0.18	0.29	0.17	25.78
0.26	-1.85	-0.73	27.41	-7.32	3.12	0.17	0.3	0.17	25.78
-1.35	-0.31	-1.4	55.4	-6.34	1.93	0.16	0.3	0.18	25.78
1.01	-5.66	2.76	-59.61	-13.73	9.43	0.17	0.3	0.18	25.78
